"company","date","open","close","high","low","volume","industry","total_esg_risk_score","environment_risk_score","governance_risk_score","social_risk_score","esg_risk_level","esg_risk_score_2024","predicted_future_esg_score","controversy_level"
"Reliance Industries Ltd.","2025-08-06","1391.9000244140625","1392.800048828125","1395.9000244140625","1383.300048828125","5834312","Oil Gas & Consumable Fuels","41","24.2","6.2","10.6","Severe","41","35.15170556","Moderate Controversy Level"
"Reliance Industries Ltd.","2025-08-07","1387.699951171875","1389.4000244140625","1393.699951171875","1366","9976346","Oil Gas & Consumable Fuels","41","24.2","6.2","10.6","Severe","41","35.15170556","Moderate Controversy Level"
"State Bank of India","2025-07-07","811.20001220703125","806.8499755859375","812.6500244140625","805.1500244140625","4461783","Financial Services","27","2.3","12.6","12.2","Medium","27","26.1763","Moderate Controversy Level"
"State Bank of India","2025-07-08","807.9000244140625","812.6500244140625","813.54998779296875","805.3499755859375","5935770","Financial Services","27","2.3","12.6","12.2","Medium","27","26.1763","Moderate Controversy Level"
"State Bank of India","2025-07-09","810","810.95001220703125","812.45001220703125","809","4099112","Financial Services","27","2.3","12.6","12.2","Medium","27","26.1763","Moderate Controversy Level"
"State Bank of India","2025-07-10","811.29998779296875","808","815.5","806.9000244140625","12178137","Financial Services","27","2.3","12.6","12.2","Medium","27","26.1763","Moderate Controversy Level"
"State Bank of India","2025-07-11","807.54998779296875","808.6500244140625","812.54998779296875","804.54998779296875","6202372","Financial Services","27","2.3","12.6","12.2","Medium","27","26.1763","Moderate Controversy Level"
"State Bank of India","2025-07-14","809.79998779296875","808.8499755859375","815.5","808","6938635","Financial Services","27","2.3","12.6","12.2","Medium","27","26.1763","Moderate Controversy Level"
"State Bank of India","2025-07-15","811","816.45001220703125","821","810.5","9297645","Financial Services","27","2.3","12.6","12.2","Medium","27","26.1763","Moderate Controversy Level"
"State Bank of India","2025-07-16","816","831.70001220703125","834.20001220703125","815.29998779296875","16458920","Financial Services","27","2.3","12.6","12.2","Medium","27","26.1763","Moderate Controversy Level"
"State Bank of India","2025-07-17","838.4000244140625","829","842.5","826.3499755859375","23073718","Financial Services","27","2.3","12.6","12.2","Medium","27","26.1763","Moderate Controversy Level"
"State Bank of India","2025-07-18","832","823.3499755859375","832.6500244140625","820.25","15387801","Financial Services","27","2.3","12.6","12.2","Medium","27","26.1763","Moderate Controversy Level"
"State Bank of India","2025-07-21","823","824.20001220703125","827.3499755859375","817.95001220703125","8852594","Financial Services","27","2.3","12.6","12.2","Medium","27","26.1763","Moderate Controversy Level"
"State Bank of India","2025-07-22","827.5","815","828.04998779296875","814","7851163","Financial Services","27","2.3","12.6","12.2","Medium","27","26.1763","Moderate Controversy Level"
"State Bank of India","2025-07-23","812.5","820.6500244140625","825.20001220703125","811.5","15470390","Financial Services","27","2.3","12.6","12.2","Medium","27","26.1763","Moderate Controversy Level"
"State Bank of India","2025-07-24","820","815.70001220703125","821.95001220703125","810.6500244140625","10118309","Financial Services","27","2.3","12.6","12.2","Medium","27","26.1763","Moderate Controversy Level"
"State Bank of India","2025-07-25","815","806.54998779296875","819.20001220703125","805.5","6734439","Financial Services","27","2.3","12.6","12.2","Medium","27","26.1763","Moderate Controversy Level"
"State Bank of India","2025-07-28","806.54998779296875","797.1500244140625","808.95001220703125","796","7734158","Financial Services","27","2.3","12.6","12.2","Medium","27","26.1763","Moderate Controversy Level"
"State Bank of India","2025-07-29","796.20001220703125","799.20001220703125","800","793.0999755859375","7833759","Financial Services","27","2.3","12.6","12.2","Medium","27","26.1763","Moderate Controversy Level"
"State Bank of India","2025-07-30","798.95001220703125","801.6500244140625","803.4000244140625","796.20001220703125","8743723","Financial Services","27","2.3","12.6","12.2","Medium","27","26.1763","Moderate Controversy Level"
"State Bank of India","2025-07-31","795.0999755859375","796.54998779296875","803.79998779296875","792.54998779296875","11359112","Financial Services","27","2.3","12.6","12.2","Medium","27","26.1763","Moderate Controversy Level"
"State Bank of India","2025-08-01","795.70001220703125","794","801","792","15468391","Financial Services","27","2.3","12.6","12.2","Medium","27","26.1763","Moderate Controversy Level"
"State Bank of India","2025-08-04","794.5","795.70001220703125","797.20001220703125","786.54998779296875","8820724","Financial Services","27","2.3","12.6","12.2","Medium","27","26.1763","Moderate Controversy Level"
"State Bank of India","2025-08-05","798","800.5999755859375","804.04998779296875","796.29998779296875","7381537","Financial Services","27","2.3","12.6","12.2","Medium","27","26.1763","Moderate Controversy Level"
"State Bank of India","2025-08-06","800.95001220703125","805.1500244140625","810.20001220703125","799","7409396","Financial Services","27","2.3","12.6","12.2","Medium","27","26.1763","Moderate Controversy Level"
"State Bank of India","2025-08-07","801.0999755859375","805.1500244140625","806.6500244140625","793.4000244140625","7089812","Financial Services","27","2.3","12.6","12.2","Medium","27","26.1763","Moderate Controversy Level"
"Sun Pharmaceutical Industries Ltd.","2025-07-07","1674.699951171875","1679.9000244140625","1682.4000244140625","1663","1550620","Healthcare","31.6","4.8","12.1","14.7","High","31.6","30.28466667","Significant Controversy Level"
"Sun Pharmaceutical Industries Ltd.","2025-07-08","1680","1672.5","1682","1649.0999755859375","1860328","Healthcare","31.6","4.8","12.1","14.7","High","31.6","30.28466667","Significant Controversy Level"
"Sun Pharmaceutical Industries Ltd.","2025-07-09","1660","1669.4000244140625","1680.800048828125","1647","2178705","Healthcare","31.6","4.8","12.1","14.7","High","31.6","30.28466667","Significant Controversy Level"
"Sun Pharmaceutical Industries Ltd.","2025-07-10","1662","1662.5","1670.5999755859375","1647.199951171875","1741718","Healthcare","31.6","4.8","12.1","14.7","High","31.6","30.28466667","Significant Controversy Level"
"Sun Pharmaceutical Industries Ltd.","2025-07-11","1665.800048828125","1672","1679.9000244140625","1662.199951171875","1298302","Healthcare","31.6","4.8","12.1","14.7","High","31.6","30.28466667","Significant Controversy Level"
"Sun Pharmaceutical Industries Ltd.","2025-07-14","1680.4000244140625","1682.5999755859375","1696.9000244140625","1675.5","1309704","Healthcare","31.6","4.8","12.1","14.7","High","31.6","30.28466667","Significant Controversy Level"
"Sun Pharmaceutical Industries Ltd.","2025-07-15","1705","1727.5","1730.9000244140625","1687.9000244140625","3332578","Healthcare","31.6","4.8","12.1","14.7","High","31.6","30.28466667","Significant Controversy Level"
"Sun Pharmaceutical Industries Ltd.","2025-07-16","1730","1701","1731.300048828125","1698","2285143","Healthcare","31.6","4.8","12.1","14.7","High","31.6","30.28466667","Significant Controversy Level"
"Sun Pharmaceutical Industries Ltd.","2025-07-17","1704","1703.4000244140625","1717","1696","1461039","Healthcare","31.6","4.8","12.1","14.7","High","31.6","30.28466667","Significant Controversy Level"
